trial,observation_pair_1,observation_pair_2,observation_pair_3,observation_pair_4,observation_pair_5,observation_pair_6,observation_pair_7,observation_pair_8,observation_pair_9,observation_pair_10,observation_pair_11,observation_pair_12,observation_pair_13,observation_pair_14,observation_pair_15,observation_pair_16,observation_pair_17,observation_pair_18,observation_pair_19,observation_pair_20,observation_pair_21,observation_pair_22,observation_pair_23,observation_pair_24,observation_pair_25,observation_pair_26,observation_pair_27,observation_pair_28,observation_pair_29,observation_pair_30,observation_pair_31,observation_pair_32,observation_pair_33,observation_pair_34,observation_pair_35,observation_pair_36,observation_pair_37,observation_pair_38,observation_pair_39,observation_pair_40,observation_pair_41,observation_pair_42,observation_pair_43,observation_pair_44,observation_pair_45,observation_pair_46,observation_pair_47,observation_pair_48,observation_pair_49,observation_pair_50
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,2.8306655486667243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.464679130246036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.3205376531310744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.8285262600451668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,60.682061313384054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.10021633652734163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.549034685417133e-10,-1.8987750333821335e-10,0.0,2.662881709920045e-10,-1.6558912044841094e-10,-6.037260778461646e-12,2.597984853073621e-10,-4.852638107122003e-10,-1.1711484124892193e-10,9.888893156133035e-12,-6.915508594659331e-11,-2.4666403976385165e-11,-1.565081321438662e-10,2.1831409251430668e-10,-9.733860577403559e-11,1.091487521462637e-11,1.5362748695783527e-11,7.701927823918492e-12,5.372575837255346e-12,-1.825047951584662e-11,1.515942739199046e-12,3.5611779596070267e-12,-4.468834722831362e-12,8.683038518087936e-11,-3.125863572935277e-11,-2.8668523477337077e-11,1.6477152437410237e-11,5.109088586956381e-12,4.485684586592718e-12
2.0,-4.947814383289233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3395457129539213e-10,3.630166608387791e-11,0.0,-9.083329391534736e-11,1.3437031773306025e-10,1.1479018658174331e-8,1.1245709436239569e-8,1.1728516585571204e-8,1.1997642191828102e-8,1.556879365806138e-9,1.5956386566318547e-9,1.5057879443926055e-9,2.7288338364922965e-9,2.5740244786921764e-9,1.518142967946647e-9,1.6091780187375434e-9,1.613274685499878e-9,1.6169727647550132e-9,1.6170685339479607e-9,1.8746910378306133e-9,1.6252868293749133e-9,1.6244705348839818e-9,1.5050945953094722e-9,1.613849831139373e-9,1.4343732795497406e-9,1.6380373628457018e-9,1.6284856900924377e-9,1.6179208767125069e-9,1.6173717868013313e-9
2.0,0.740853046192254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.549034685417133e-10,-1.8987750333821335e-10,0.0,2.662881709920045e-10,-1.6558912044841094e-10,-2.7670826911515067e-9,-7.909482621182664e-10,-9.452838149865767e-10,-1.4213816822893712e-9,-1.7278398480792886e-10,-2.6255013078301594e-10,-2.0066230576150776e-10,-3.9054600942104897e-10,2.03809978215179e-11,-5.5973368048310444e-11,-1.7939093014907544e-10,-1.6912185522783085e-10,-1.7484712122624117e-10,-1.741623190247714e-10,-2.6366414557036973e-10,-1.540136735910586e-10,-1.7641405955312742e-10,-6.840330499872155e-11,1.2783287622022267e-11,-1.4475275551294347e-10,-1.431046694052902e-10,-1.8773810956090701e-10,-1.6914407546427198e-10,-1.6999595366178804e-10
2.0,-4.488025456152987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3395457129539213e-10,3.630166608387791e-11,0.0,-9.083329391534736e-11,1.3437031773306025e-10,1.0325660572831405e-8,1.0578567583604987e-8,1.003974758654081e-8,1.121645331736292e-8,1.4170599935754373e-9,1.4712284526188729e-9,1.2879877702239796e-9,2.220634963867791e-9,2.616857027219018e-9,1.426263503170713e-9,1.4662094926971546e-9,1.4813240647735083e-9,1.472665181643944e-9,1.4697931662447599e-9,1.5649682064426712e-9,1.4564054781615393e-9,1.4731497215387514e-9,1.5102602515579572e-9,1.506550028312471e-9,1.5989258776550727e-9,1.4771473482951034e-9,1.4702881140638645e-9,1.4754653996000895e-9,1.4756866292276037e-9
