trial,observation_pair_1,observation_pair_2,observation_pair_3,observation_pair_4,observation_pair_5,observation_pair_6,observation_pair_7,observation_pair_8,observation_pair_9,observation_pair_10,observation_pair_11,observation_pair_12,observation_pair_13,observation_pair_14,observation_pair_15,observation_pair_16,observation_pair_17,observation_pair_18,observation_pair_19,observation_pair_20
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,5.528643649739696,-5.0,-5.0,-5.0,-7.250673923545453,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
1.0,-2.860701426261789,5.0,5.0,5.0,2.8885007072245235,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1.0,64.30101835671458,52.0,52.0,52.0,124.88627929945082,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
2.0,4.532300103771629,-7.5,0.0,0.0002668144585791763,0.0001880033628837242,0.00024968620568868727,0.00024939940863169687,9.454274545599286e-5,-5.074696491547672e-5,-6.40946889073701e-5,-4.590782448665881e-5,-2.9493572042072996e-5,-1.8804777935293754e-5,-1.2470200295292453e-5,-8.51464037624109e-6,-5.9095621923753705e-6,-4.123222343587422e-6,-2.8601637471297274e-6,-1.9456094445149977e-6,-1.2710261863816401e-6,-7.660495009298303e-7
2.0,1.618215351650715,2.5,0.0,4.2375033228155247e-5,1.611857743378572e-5,2.276730527672809e-5,2.24530102327105e-5,7.562890380975387e-6,-5.691573184827111e-6,-6.421727680124869e-6,-4.432731414455176e-6,-2.779661339937648e-6,-1.735443774640463e-6,-1.1231140191375067e-6,-7.441319148506239e-7,-4.968434155517158e-7,-3.2897511051681617e-7,-2.1159668326415247e-7,-1.2764333026736667e-7,-6.658617900695255e-8,-2.158995775770754e-8
2.0,16.370191128614877,147.75,2.0,1.9993882478375724,1.999594964640842,1.9994607600369285,1.9994619475267008,1.9997965990214368,2.00011311259113,2.0001414071845858,2.0001008729644507,2.0000646256032777,2.0000411125972626,2.000027200760277,2.000018524128519,2.0000128159801385,2.0000089059360384,2.0000061442614783,2.000004146847685,2.0000026753704194,2.000001575331691
3.0,0.19573503227996447,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
3.0,-9.663699967361783,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3.0,198.71950042877864,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
4.0,1.4469786058442473,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4.0,-8.765674719048802,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,190.91390891529608,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
5.0,-7.9689083302350605,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,-4.874957518826473,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
5.0,200.99037913830023,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
6.0,-5.232822092738354,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
6.0,-5.91352138562309,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
6.0,120.65523240840517,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
7.0,6.748420883002613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,-8.901895150788606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,185.40894582714543,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
8.0,-7.751265048055718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
