trial,observation_pair_1,observation_pair_2,observation_pair_3,observation_pair_4,observation_pair_5,observation_pair_6,observation_pair_7,observation_pair_8,observation_pair_9,observation_pair_10,observation_pair_11,observation_pair_12,observation_pair_13,observation_pair_14,observation_pair_15,observation_pair_16,observation_pair_17,observation_pair_18,observation_pair_19,observation_pair_20
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,276.43218248698474,-219.13168648759017,-49.3967400244353,-303.9902877231552,-235.59592373258278,379.54372647433763,-115.67363451547573,257.3606682438599,13.218655529319676,142.50543734255223,409.3431304369733,-169.94342017217457,499.92772643378044,-12.599462287745098,-488.69756351153393,-20.344862513276723,-94.46992190930371,-130.93314801734556,390.7882444034245,248.49942050442064,301.5032190681359
1.0,638.6255185089964,591.2954416810783,452.4759878473827,118.71045581625924,501.7190118136068,194.66394117479337,306.6358920005629,503.47392281127577,425.2523397240986,502.8017403850102,16.861756293249584,495.9273795205768,598.7923035757505,413.9839946834442,362.73344092538827,399.05113678722546,391.5360807465417,300.9157898601946,108.35336984125706,432.8670625978599,719.3953289769814
2.0,-143.03507131308947,-466.70046906303696,-11.679235938783393,365.82459608332556,43.68278951159414,396.1720536919811,250.20022791499866,51.97966871628728,83.80590530191114,24.24643593905455,58.82296496317554,-267.0357688330404,-60.00010724459628,480.2793838757394,-191.99621747626674,351.0904124286641,424.0429230693942,12.356301986323956,5.108325897787438,208.5283867841831,-294.8891599089627
2.0,337.4367269892682,595.5089440231999,415.8013572332375,318.9454094041955,404.98864470856967,74.44748033740422,446.38865786357485,377.42374870725655,396.61134630944804,442.6881490784525,361.1568543555505,260.9563387142044,478.63337474590696,382.5784927297842,603.4542421018789,458.2749057572414,1.1933628353924632,423.4921189320459,415.04105762125994,219.9753742516461,125.7620860903138
3.0,226.61500518858145,47.40923238089056,-442.8131541486654,193.53571103564707,-388.61250292450154,-159.90664864157702,-243.66001345531885,263.86051370212067,-12.611410723021322,190.32037813062357,211.47035258947096,229.94046948848893,-465.8352722190823,-484.1977779121983,9.3880619959167,-237.5460794740718,-18.172209118849764,42.43459959727352,-154.53496794279488,360.32571636122964,-202.09698806662556
3.0,281.07741361737123,392.1256254988085,778.6639283194962,230.34512351189926,714.4263760482334,431.61027224914756,442.9083485580834,553.6960374909395,413.95978189995446,239.65299286857166,224.60777027116796,299.93982644734285,603.7849408148755,412.52102783383015,418.25513414835325,488.14549144615535,402.6158492138235,409.2674864403087,398.1593091984944,371.31092942896646,620.4509259828587
4.0,80.91076758253575,-471.00198907867843,447.5273212957212,127.75509740398934,50.887297677259085,-337.842090076546,296.2026243844907,-286.66301439341447,-346.45367493491256,-195.40212218668853,-29.223290985501365,172.70840887636973,479.29977449409114,-309.8018719378705,-429.3196491167249,478.54277996765063,-429.4293206044424,446.4085146663822,-28.874793934912645,-344.55422947179557,-339.9443762610838
4.0,385.2729302157421,553.0206688081598,86.84015176029851,540.7529282812109,380.74058465627786,266.2576263574955,714.496504230407,149.46767040479654,337.87907836308045,611.9345745763674,396.5092016564674,324.9875560263341,371.9757726994832,125.14566116009706,829.1684714046462,363.82075479582545,828.936334590513,79.87097034749519,396.1922014416083,321.32093131938393,282.8623013512812
5.0,9.786751613998206,342.6901586785176,-167.80742462884604,-123.97328457118982,75.48517066259501,-44.81193713870448,-358.38345090548074,224.49217731801764,-182.10211260103347,-375.9158034067185,-364.75322766852435,-52.57255636635796,405.7303290847062,-127.83532954513646,-66.23164483263366,185.1297699368672,-265.8051826248744,-482.8599938275495,-232.8840425689309,123.22607686281515,-61.398703871756595
5.0,418.8535794594758,532.5104942977239,482.4210719818247,296.2011244694168,368.27634663872766,436.8858935177077,448.14536101675066,270.13094211998987,564.7580365081869,611.9297479054067,508.8559277333309,462.27506176319844,28.785965710761445,297.2743877463878,482.55586996501506,259.3384355610224,269.87141758054145,427.22640722451655,519.7390211868285,541.5283800094087,480.3713803272723
6.0,-483.18499836808917,285.19354418322257,-14.43575523722751,128.2464530979439,-6.822668318341016,307.3070243852196,-180.02265118272697,408.06191976258685,352.9083421185162,491.0054973366397,-155.0336455975896,184.70419677724385,481.74042934937495,-451.7328443989702,285.6389198142549,-482.6104030721263,-345.7026272588769,439.8710129557842,15.05498835159051,-74.48741240410175,-150.25908503475824
