trial,observation_pair_1,observation_pair_2,observation_pair_3,observation_pair_4,observation_pair_5,observation_pair_6,observation_pair_7,observation_pair_8,observation_pair_9,observation_pair_10,observation_pair_11,observation_pair_12,observation_pair_13,observation_pair_14,observation_pair_15,observation_pair_16,observation_pair_17,observation_pair_18,observation_pair_19,observation_pair_20
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,276.43218248698474,0.0,250.0,-250.0,-125.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
1.0,-143.03507131308947,0.0,-250.0,250.0,-125.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0
1.0,226.61500518858145,0.0,-250.0,250.0,125.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0
1.0,80.91076758253575,0.0,-250.0,250.0,375.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0
1.0,9.786751613998206,0.0,250.0,-250.0,-125.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
1.0,-483.18499836808917,0.0,250.0,-250.0,-375.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
1.0,72.34893029221234,0.0,-250.0,250.0,-125.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0
1.0,-438.2837359524401,0.0,250.0,-250.0,375.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
1.0,-398.445416511753,0.0,250.0,-250.0,375.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
1.0,-243.74787594132363,0.0,250.0,-250.0,125.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
1.0,4865.215339269513,4189.829,4241.4493732068395,4138.20862679316,3574.4475446860006,4241.4493732068395,4241.4493732068395,4241.4493732068395,4241.4493732068395,4241.4493732068395,4241.4493732068395,4241.4493732068395,4241.4493732068395,4241.4493732068395,4241.4493732068395,4241.4493732068395,4241.4493732068395,4241.4493732068395,4241.4493732068395,4241.4493732068395,4241.4493732068395
2.0,-261.6411046369177,0.0,250.0,-250.0,-125.0,375.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
2.0,-295.6760692811545,0.0,-250.0,250.0,-125.0,375.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0
2.0,337.4210441501307,0.0,-250.0,250.0,125.0,-375.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0
2.0,-445.0947575394303,0.0,-250.0,250.0,375.0,-125.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0
2.0,-387.5632524027859,0.0,250.0,-250.0,-125.0,375.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
2.0,-436.390737771257,0.0,250.0,-250.0,-375.0,125.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
